student_id,school,grade,section,gender,age,attendance_pct,study_hours_daily,internet_access,parent_education,mathematics,science,english,social_science,computer,average_score,median_score,subjects_passed,result,performance_band,at_risk
STU-0358,East Model,10,C,Male,16,100.0,2.1,No,Primary,63.6,76.4,74.0,82.1,75.0,74.22,75.0,5,Pass,Very Good,No
STU-0359,West Senior,11,A,Female,16,68.2,1.3,Yes,Primary,39.4,37.9,70.9,55.6,60.4,52.839999999999996,55.6,3,Fail,Average,Yes
STU-0360,West Senior,9,B,Female,15,83.2,1.8,No,Graduate,73.8,69.0,53.2,57.6,86.4,68.0,69.0,5,Pass,Good,No
STU-0361,East Model,12,A,Male,17,94.9,1.9,No,Graduate,73.6,66.9,62.2,59.5,78.4,68.12,66.9,5,Pass,Good,No
STU-0362,North Academy,12,A,Male,17,84.8,2.1,No,Secondary,68.9,84.1,69.5,57.2,54.3,66.8,68.9,5,Pass,Good,No
STU-0363,East Model,11,C,Male,16,86.1,0.9,Yes,Postgraduate,49.1,58.2,63.3,64.4,53.9,57.78000000000001,58.2,5,Pass,Average,No
STU-0364,West Senior,12,A,Male,17,86.3,3.8,Yes,Secondary,69.2,71.6,79.2,65.0,69.5,70.9,69.5,5,Pass,Good,No
STU-0365,North Academy,10,C,Female,15,73.6,0.9,No,Graduate,35.3,42.7,58.5,60.3,61.7,51.7,58.5,4,Fail,Average,Yes
STU-0366,East Model,12,A,Female,17,77.3,3.0,Yes,Graduate,68.0,73.5,67.8,54.4,100.0,72.74,68.0,5,Pass,Good,No
STU-0367,North Academy,9,C,Female,14,76.0,1.9,Yes,Secondary,51.2,63.8,67.8,54.5,70.2,61.5,63.8,5,Pass,Good,No
STU-0368,North Academy,10,B,Male,15,79.2,3.5,Yes,Secondary,67.3,71.8,72.0,58.9,64.6,66.92,67.3,5,Pass,Good,No
STU-0369,North Academy,11,C,Female,17,74.4,3.2,Yes,Secondary,61.8,66.1,85.8,64.9,64.8,68.68,64.9,5,Pass,Good,Yes
STU-0370,South Public,12,A,Male,17,85.9,4.5,Yes,Secondary,66.3,80.6,82.3,73.8,81.5,76.9,80.6,5,Pass,Very Good,No
STU-0371,South Public,11,B,Male,16,87.4,1.4,No,Primary,73.2,73.3,72.8,48.8,78.1,69.24000000000001,73.2,5,Pass,Good,No
STU-0372,East Model,10,B,Female,15,98.6,3.5,Yes,Secondary,72.2,61.9,88.9,92.6,76.3,78.38000000000001,76.3,5,Pass,Very Good,No
STU-0373,North Academy,9,B,Male,14,81.9,1.0,Yes,Secondary,85.7,52.7,71.5,57.2,73.6,68.14000000000001,71.5,5,Pass,Good,No
STU-0374,North Academy,9,A,Female,14,79.8,3.3,Yes,Postgraduate,57.5,55.0,83.7,79.1,83.4,71.73999999999998,79.1,5,Pass,Good,No
STU-0375,West Senior,11,A,Female,16,93.2,1.5,Yes,Graduate,68.7,81.7,58.0,70.0,70.1,69.7,70.0,5,Pass,Good,No
STU-0376,South Public,10,A,Female,15,79.4,1.6,Yes,Secondary,48.5,58.5,72.3,67.6,85.8,66.53999999999999,67.6,5,Pass,Good,No
STU-0377,North Academy,12,C,Male,17,90.5,3.4,Yes,Primary,70.1,66.7,86.4,82.6,75.9,76.34,75.9,5,Pass,Very Good,No
STU-0378,East Model,9,A,Female,14,88.1,1.9,Yes,Secondary,52.4,63.7,86.9,76.7,63.9,68.72,63.9,5,Pass,Good,No
STU-0379,East Model,12,C,Female,18,81.0,3.6,Yes,Postgraduate,60.7,68.0,75.3,89.5,67.1,72.12,68.0,5,Pass,Good,No
STU-0380,South Public,12,C,Female,18,81.4,3.3,No,Secondary,60.4,65.0,75.9,68.2,78.3,69.56,68.2,5,Pass,Good,No
STU-0381,West Senior,11,A,Female,16,73.8,1.7,No,Secondary,43.7,49.3,55.9,44.5,62.4,51.160000000000004,49.3,5,Pass,Average,Yes
STU-0382,North Academy,9,C,Male,15,88.1,2.6,Yes,Graduate,73.6,79.6,77.9,82.0,71.7,76.96000000000001,77.9,5,Pass,Very Good,No
STU-0383,North Academy,9,A,Male,14,79.4,2.7,No,Secondary,75.4,70.3,72.7,50.0,52.9,64.25999999999999,70.3,5,Pass,Good,No
STU-0384,North Academy,12,C,Male,17,80.9,2.8,Yes,Primary,62.1,59.9,59.5,64.8,86.7,66.6,62.1,5,Pass,Good,No
STU-0385,South Public,11,C,Female,16,79.9,0.7,Yes,Graduate,51.4,41.2,74.2,51.1,62.9,56.160000000000004,51.4,5,Pass,Average,No
STU-0386,West Senior,11,C,Male,17,91.4,2.1,No,Primary,52.0,68.4,73.0,71.9,65.3,66.12,68.4,5,Pass,Good,No
STU-0387,North Academy,12,C,Female,17,70.8,2.4,No,Graduate,50.7,69.9,48.3,60.1,81.0,62.0,60.1,5,Pass,Good,Yes
STU-0388,East Model,12,A,Female,17,81.6,1.9,Yes,Postgraduate,68.7,63.5,64.1,67.1,63.5,65.38,64.1,5,Pass,Good,No
STU-0389,South Public,12,A,Male,17,92.6,1.5,No,Graduate,64.1,56.7,64.9,61.1,68.9,63.14,64.1,5,Pass,Good,No
STU-0390,West Senior,12,B,Male,17,57.3,1.7,Yes,Secondary,43.2,29.8,57.9,35.4,65.4,46.34,43.2,3,Fail,Average,Yes
STU-0391,North Academy,12,A,Male,17,76.4,3.4,Yes,Secondary,57.4,77.4,75.0,65.7,64.2,67.94,65.7,5,Pass,Good,No
STU-0392,West Senior,10,A,Male,15,73.7,0.9,Yes,Secondary,68.3,53.6,71.9,69.4,63.1,65.26000000000002,68.3,5,Pass,Good,Yes
STU-0393,South Public,9,A,Female,14,76.4,1.5,Yes,Graduate,72.6,53.0,64.5,56.5,74.2,64.16,64.5,5,Pass,Good,No
STU-0394,East Model,9,A,Female,14,90.5,1.8,Yes,Secondary,68.6,85.7,72.5,74.3,59.2,72.06,72.5,5,Pass,Good,No
STU-0395,South Public,9,B,Male,14,72.8,2.3,Yes,Secondary,46.5,55.7,71.8,68.6,79.3,64.38,68.6,5,Pass,Good,Yes
STU-0396,East Model,10,B,Male,15,77.1,3.4,Yes,Graduate,47.5,82.3,69.7,70.0,75.8,69.06,70.0,5,Pass,Good,No
STU-0397,North Academy,9,C,Female,15,76.8,0.7,Yes,Postgraduate,50.7,71.5,79.8,63.5,50.8,63.260000000000005,63.5,5,Pass,Good,No
STU-0398,West Senior,9,B,Female,14,82.1,2.0,No,Secondary,67.8,69.6,57.4,66.9,88.2,69.97999999999999,67.8,5,Pass,Good,No
STU-0399,East Model,11,B,Male,16,73.4,1.3,Yes,Secondary,57.7,56.9,55.8,77.0,62.0,61.879999999999995,57.7,5,Pass,Good,Yes
STU-0400,East Model,9,B,Male,15,63.3,3.5,Yes,Secondary,67.2,71.1,79.9,65.8,73.5,71.5,71.1,5,Pass,Good,Yes
STU-0401,North Academy,11,C,Female,16,83.8,4.8,No,Postgraduate,67.9,81.9,76.0,73.2,76.7,75.14,76.0,5,Pass,Very Good,No
STU-0402,South Public,12,B,Female,17,75.3,1.6,Yes,Graduate,63.7,60.6,71.5,67.9,68.9,66.52000000000001,67.9,5,Pass,Good,No
STU-0403,East Model,9,C,Female,15,91.9,2.3,Yes,Graduate,79.4,70.5,76.3,72.0,66.7,72.97999999999999,72.0,5,Pass,Good,No
STU-0404,West Senior,12,B,Female,17,100.0,6.1,Yes,Secondary,85.2,80.2,93.0,100.0,100.0,91.67999999999999,93.0,5,Pass,Excellent,No
STU-0405,East Model,11,A,Female,16,87.3,2.0,No,Secondary,49.3,63.0,60.1,55.6,72.1,60.02,60.1,5,Pass,Good,No
STU-0406,West Senior,11,C,Male,16,77.8,1.2,Yes,Primary,66.7,72.9,67.3,75.7,65.8,69.68,67.3,5,Pass,Good,No
STU-0407,West Senior,10,B,Female,15,62.8,2.5,Yes,Graduate,59.6,79.1,71.4,71.2,53.3,66.92,71.2,5,Pass,Good,Yes
STU-0408,West Senior,10,C,Female,15,87.6,1.5,Yes,Graduate,58.3,52.2,74.0,62.8,56.4,60.739999999999995,58.3,5,Pass,Good,No
STU-0409,East Model,11,A,Female,17,89.6,3.3,No,Graduate,94.7,76.0,71.0,58.8,67.1,73.52000000000001,71.0,5,Pass,Good,No
STU-0410,North Academy,10,A,Male,15,92.6,1.9,No,Secondary,78.7,68.0,64.8,60.2,62.2,66.78,64.8,5,Pass,Good,No
STU-0411,West Senior,12,A,Female,17,59.3,1.4,Yes,Graduate,41.7,39.5,48.8,70.4,60.3,52.14,48.8,4,Fail,Average,Yes
STU-0412,East Model,9,C,Female,14,100.0,1.6,No,Graduate,69.9,36.1,76.2,85.9,63.2,66.26,69.9,4,Fail,Good,Yes
STU-0413,West Senior,9,B,Female,15,78.7,4.4,No,Graduate,63.4,65.2,57.8,90.1,65.8,68.46000000000001,65.2,5,Pass,Good,No
STU-0414,East Model,11,C,Male,16,96.7,5.0,Yes,Postgraduate,77.3,94.7,88.2,75.3,65.9,80.28,77.3,5,Pass,Very Good,No
STU-0415,East Model,10,A,Female,15,94.8,2.3,Yes,Graduate,68.2,56.9,71.5,75.9,80.9,70.67999999999999,71.5,5,Pass,Good,No
STU-0416,West Senior,11,C,Female,16,66.0,1.4,No,Postgraduate,51.3,64.1,48.5,63.0,66.8,58.739999999999995,63.0,5,Pass,Average,Yes
STU-0417,West Senior,12,B,Female,17,65.3,3.6,Yes,Graduate,52.8,75.8,55.3,58.1,62.2,60.839999999999996,58.1,5,Pass,Good,Yes
STU-0418,South Public,12,B,Female,17,72.1,0.8,Yes,Primary,45.4,55.0,49.4,43.6,52.3,49.14,49.4,5,Pass,Average,Yes
STU-0419,East Model,11,B,Female,16,73.8,1.3,Yes,Graduate,80.3,67.3,46.6,41.7,70.9,61.35999999999999,67.3,5,Pass,Good,Yes
STU-0420,North Academy,12,C,Male,18,87.4,0.5,Yes,Secondary,46.3,46.6,61.9,61.3,50.2,53.260000000000005,50.2,5,Pass,Average,No
STU-0421,North Academy,11,C,Male,16,83.8,1.0,No,Secondary,50.1,45.1,47.3,71.3,52.0,53.160000000000004,50.1,5,Pass,Average,No
STU-0422,North Academy,11,C,Female,16,77.5,4.0,Yes,Secondary,68.0,60.8,49.1,81.8,61.0,64.14,61.0,5,Pass,Good,No
STU-0423,South Public,9,C,Female,14,78.5,1.2,Yes,Graduate,63.1,58.7,59.0,56.1,71.4,61.660000000000004,59.0,5,Pass,Good,No
STU-0424,South Public,11,B,Female,16,91.7,1.4,Yes,Postgraduate,72.5,64.6,64.1,78.9,76.4,71.3,72.5,5,Pass,Good,No
STU-0425,West Senior,12,B,Male,17,66.5,2.3,Yes,Graduate,62.5,74.2,62.7,62.9,55.8,63.61999999999999,62.7,5,Pass,Good,Yes
STU-0426,South Public,12,B,Male,17,86.9,1.0,Yes,Primary,47.4,64.3,80.9,60.7,65.1,63.67999999999999,64.3,5,Pass,Good,No
STU-0427,North Academy,9,C,Female,14,72.8,3.1,Yes,Postgraduate,74.3,40.5,65.7,45.6,64.4,58.1,64.4,5,Pass,Average,Yes
STU-0428,South Public,11,B,Female,17,89.9,3.1,Yes,Graduate,80.4,73.0,77.1,81.8,76.2,77.7,77.1,5,Pass,Very Good,No
STU-0429,West Senior,11,B,Male,16,92.7,0.9,Yes,Graduate,58.7,50.4,64.7,80.4,79.7,66.78,64.7,5,Pass,Good,No
STU-0430,North Academy,9,A,Female,14,90.2,2.6,Yes,Graduate,57.7,52.2,86.7,60.0,68.5,65.02000000000001,60.0,5,Pass,Good,No
STU-0431,East Model,11,A,Male,16,89.7,3.4,No,Graduate,84.1,75.9,81.0,53.1,73.4,73.5,75.9,5,Pass,Good,No
STU-0432,East Model,9,C,Male,14,71.2,4.0,Yes,Postgraduate,74.6,81.4,63.0,85.8,75.3,76.02000000000001,75.3,5,Pass,Very Good,Yes
STU-0433,South Public,11,B,Male,16,86.7,3.4,Yes,Secondary,65.0,73.3,66.9,64.8,97.3,73.46000000000001,66.9,5,Pass,Good,No
STU-0434,North Academy,9,C,Female,14,69.2,1.2,No,Secondary,61.3,56.9,53.9,43.1,56.9,54.419999999999995,56.9,5,Pass,Average,Yes
STU-0435,West Senior,9,A,Female,15,89.2,2.7,Yes,Primary,55.1,81.5,88.2,82.1,54.0,72.17999999999999,81.5,5,Pass,Good,No
STU-0436,South Public,11,B,Female,16,70.4,4.6,Yes,Primary,70.6,73.5,64.3,60.9,70.4,67.93999999999998,70.4,5,Pass,Good,Yes
STU-0437,South Public,12,A,Male,17,88.3,2.3,Yes,Graduate,77.9,48.2,88.4,60.0,56.9,66.28,60.0,5,Pass,Good,No
STU-0438,West Senior,11,C,Male,16,65.9,1.2,Yes,Secondary,64.9,41.8,45.5,65.3,54.1,54.32000000000001,54.1,5,Pass,Average,Yes
STU-0439,West Senior,12,A,Male,18,100.0,2.0,Yes,Secondary,77.7,74.4,85.3,67.3,60.5,73.04,74.4,5,Pass,Good,No
STU-0440,South Public,11,A,Male,17,71.3,1.7,Yes,Graduate,57.8,54.3,55.3,80.7,54.8,60.58,55.3,5,Pass,Good,Yes
STU-0441,East Model,9,A,Male,14,90.8,2.7,Yes,Primary,48.8,65.9,72.7,85.8,69.6,68.55999999999999,69.6,5,Pass,Good,No
STU-0442,North Academy,11,A,Female,16,77.1,3.1,Yes,Secondary,72.2,62.5,68.2,65.0,76.8,68.94,68.2,5,Pass,Good,No
STU-0443,South Public,9,C,Female,14,84.4,3.5,Yes,Graduate,80.8,75.1,90.5,68.5,79.5,78.88,79.5,5,Pass,Very Good,No
STU-0444,East Model,10,A,Male,15,79.0,1.4,Yes,Secondary,48.5,56.8,54.4,62.4,59.5,56.32000000000001,56.8,5,Pass,Average,No
STU-0445,North Academy,12,B,Female,17,84.4,0.8,No,Graduate,41.7,40.9,47.2,52.8,84.5,53.42,47.2,5,Pass,Average,No
STU-0446,South Public,11,C,Female,16,88.3,1.6,Yes,Secondary,40.1,78.2,69.4,64.0,77.9,65.92,69.4,5,Pass,Good,No
STU-0447,North Academy,9,A,Female,15,87.0,1.9,No,Secondary,53.3,52.4,60.4,71.3,53.4,58.15999999999999,53.4,5,Pass,Average,No
STU-0448,South Public,11,A,Male,17,86.6,1.5,Yes,Graduate,61.4,72.4,74.1,75.6,81.6,73.02000000000001,74.1,5,Pass,Good,No
STU-0449,West Senior,12,B,Female,17,67.8,3.4,Yes,Primary,55.1,57.2,86.0,61.6,58.7,63.720000000000006,58.7,5,Pass,Good,Yes
STU-0450,South Public,9,B,Female,14,88.7,1.2,Yes,Primary,72.9,63.3,69.3,73.2,82.9,72.32000000000001,72.9,5,Pass,Good,No
STU-0451,North Academy,12,A,Female,17,86.9,1.6,No,Secondary,57.7,64.0,58.6,64.0,61.3,61.120000000000005,61.3,5,Pass,Good,No
STU-0452,North Academy,11,C,Female,17,77.7,2.6,Yes,Postgraduate,74.3,76.9,69.1,60.5,77.1,71.58,74.3,5,Pass,Good,No
STU-0453,West Senior,10,B,Male,15,83.1,2.0,Yes,Graduate,61.0,64.1,66.9,62.6,78.9,66.7,64.1,5,Pass,Good,No
STU-0454,East Model,10,A,Female,15,67.2,2.7,Yes,Secondary,51.8,68.0,57.7,52.1,84.5,62.82000000000001,57.7,5,Pass,Good,Yes
STU-0455,North Academy,9,B,Female,14,80.6,1.2,No,Graduate,64.0,57.9,60.6,58.8,70.7,62.4,60.6,5,Pass,Good,No
STU-0456,East Model,12,B,Female,17,70.1,6.1,Yes,Secondary,71.2,76.0,69.2,79.6,64.8,72.16,71.2,5,Pass,Good,Yes
STU-0457,West Senior,11,C,Male,17,85.0,4.2,No,Graduate,57.8,69.0,67.3,66.1,73.5,66.74,67.3,5,Pass,Good,No
STU-0458,South Public,12,A,Female,17,100.0,3.7,No,Postgraduate,69.8,67.8,58.6,87.0,71.1,70.85999999999999,69.8,5,Pass,Good,No
STU-0459,South Public,9,A,Male,14,78.8,0.9,Yes,Primary,56.1,47.0,74.0,51.2,70.3,59.720000000000006,56.1,5,Pass,Good,No
STU-0460,South Public,10,A,Female,15,96.7,4.4,Yes,Secondary,84.3,84.3,79.8,82.6,89.2,84.03999999999999,84.3,5,Pass,Very Good,No
STU-0461,North Academy,9,A,Female,14,95.6,3.6,Yes,Secondary,93.4,79.5,52.1,77.7,65.6,73.66,77.7,5,Pass,Good,No
STU-0462,North Academy,10,C,Female,15,76.9,1.2,No,Secondary,45.0,57.9,63.8,68.3,57.4,58.48,57.9,5,Pass,Average,No
STU-0463,West Senior,9,A,Female,15,94.7,3.1,Yes,Postgraduate,85.8,79.4,81.3,63.7,61.5,74.34,79.4,5,Pass,Very Good,No
STU-0464,East Model,11,B,Male,16,82.2,4.0,Yes,Graduate,69.8,68.4,70.8,72.6,75.2,71.36,70.8,5,Pass,Good,No
STU-0465,North Academy,9,C,Female,14,71.1,0.3,Yes,Secondary,41.6,70.0,64.8,66.8,39.6,56.56,64.8,4,Fail,Average,Yes
STU-0466,South Public,11,A,Male,16,93.8,2.4,Yes,Graduate,77.3,77.2,79.8,74.2,62.0,74.1,77.2,5,Pass,Very Good,No
STU-0467,West Senior,9,C,Male,14,96.0,2.3,Yes,Graduate,65.7,76.2,68.6,80.3,66.3,71.42,68.6,5,Pass,Good,No
STU-0468,South Public,11,B,Male,17,85.0,0.5,Yes,Secondary,57.8,59.5,54.2,74.4,74.5,64.08,59.5,5,Pass,Good,No
STU-0469,South Public,9,C,Male,14,93.7,2.1,Yes,Postgraduate,80.7,61.8,55.9,70.6,67.4,67.28,67.4,5,Pass,Good,No
STU-0470,North Academy,11,B,Female,16,89.5,0.6,Yes,Graduate,55.1,55.3,70.0,58.4,55.7,58.9,55.7,5,Pass,Average,No
STU-0471,East Model,12,A,Male,18,86.1,1.2,No,Graduate,55.9,69.1,70.1,65.0,70.3,66.08000000000001,69.1,5,Pass,Good,No
STU-0472,West Senior,12,A,Male,17,73.4,2.7,Yes,Graduate,65.5,63.3,57.3,63.5,41.4,58.2,63.3,5,Pass,Average,Yes
STU-0473,South Public,10,B,Female,15,89.7,1.1,Yes,Graduate,73.0,78.5,70.8,82.5,86.4,78.24000000000001,78.5,5,Pass,Very Good,No
STU-0474,North Academy,10,A,Male,15,77.3,0.5,Yes,Graduate,54.9,56.2,62.9,42.3,55.5,54.36,55.5,5,Pass,Average,No
STU-0475,North Academy,12,B,Male,17,83.2,1.7,Yes,Primary,68.5,48.6,66.3,65.5,52.0,60.17999999999999,65.5,5,Pass,Good,No
STU-0476,East Model,10,A,Female,16,97.4,2.0,Yes,Secondary,88.2,95.2,87.1,58.7,50.5,75.94,87.1,5,Pass,Very Good,No
STU-0477,South Public,9,C,Male,14,69.0,1.4,Yes,Secondary,60.6,66.2,54.2,62.7,60.5,60.839999999999996,60.6,5,Pass,Good,Yes
STU-0478,East Model,9,A,Male,14,62.7,3.5,Yes,Secondary,64.8,60.6,71.3,55.2,83.4,67.05999999999999,64.8,5,Pass,Good,Yes
STU-0479,South Public,11,A,Male,16,76.5,1.0,Yes,Secondary,48.9,60.7,79.0,45.6,74.4,61.720000000000006,60.7,5,Pass,Good,No
STU-0480,East Model,9,C,Female,14,66.1,1.5,Yes,Primary,53.3,55.1,61.6,63.0,63.1,59.220000000000006,61.6,5,Pass,Good,Yes
STU-0481,West Senior,12,B,Female,17,71.5,5.3,No,Secondary,74.1,86.6,80.6,90.6,80.1,82.4,80.6,5,Pass,Very Good,Yes
STU-0482,South Public,12,A,Male,17,100.0,0.5,Yes,Graduate,67.8,52.0,67.4,53.7,81.2,64.41999999999999,67.4,5,Pass,Good,No
STU-0483,South Public,12,C,Male,17,96.7,2.7,No,Postgraduate,51.8,66.7,71.6,77.3,88.4,71.16,71.6,5,Pass,Good,No
STU-0484,South Public,11,C,Male,16,84.3,2.5,Yes,Secondary,63.5,64.3,81.6,71.1,68.6,69.82000000000001,68.6,5,Pass,Good,No
STU-0485,East Model,10,C,Female,16,86.0,1.8,Yes,Primary,51.3,75.8,59.3,60.0,75.0,64.28,60.0,5,Pass,Good,No
STU-0486,South Public,12,A,Male,17,88.9,3.1,Yes,Secondary,62.0,64.4,63.7,67.3,61.9,63.86,63.7,5,Pass,Good,No
STU-0487,West Senior,9,C,Female,14,79.5,2.0,Yes,Graduate,80.7,79.8,43.3,61.9,81.3,69.4,79.8,5,Pass,Good,No
STU-0488,North Academy,10,B,Female,15,91.8,3.2,Yes,Graduate,76.8,70.0,91.2,100.0,89.5,85.5,89.5,5,Pass,Very Good,No
STU-0489,West Senior,11,C,Female,16,100.0,2.7,No,Secondary,65.2,74.2,79.6,74.9,80.0,74.78,74.9,5,Pass,Very Good,No
STU-0490,West Senior,11,B,Female,16,90.5,2.9,Yes,Secondary,73.6,66.4,81.8,62.6,86.1,74.1,73.6,5,Pass,Very Good,No
STU-0491,East Model,10,B,Male,15,73.8,0.2,Yes,Secondary,63.0,48.1,86.8,59.8,57.3,63.0,59.8,5,Pass,Good,Yes
STU-0492,East Model,12,A,Male,17,71.1,1.1,No,Primary,74.0,66.2,42.9,39.8,62.8,57.14,62.8,4,Fail,Average,Yes
STU-0493,West Senior,10,C,Female,15,71.5,3.2,No,Graduate,52.8,82.2,76.3,68.8,59.3,67.88000000000001,68.8,5,Pass,Good,Yes
STU-0494,North Academy,12,C,Female,17,91.9,0.3,Yes,Secondary,72.8,56.8,80.2,80.5,59.0,69.86,72.8,5,Pass,Good,No
STU-0495,North Academy,9,C,Female,15,88.4,2.1,Yes,Primary,71.2,72.8,81.9,62.5,71.5,71.97999999999999,71.5,5,Pass,Good,No
STU-0496,South Public,9,C,Female,14,80.8,0.9,Yes,Graduate,59.7,47.9,51.3,79.1,59.3,59.459999999999994,59.3,5,Pass,Good,No
STU-0497,South Public,9,A,Female,15,58.8,3.9,Yes,Postgraduate,79.6,53.7,52.6,66.2,66.0,63.620000000000005,66.0,5,Pass,Good,Yes
STU-0498,West Senior,11,B,Male,17,86.5,2.6,Yes,Postgraduate,64.0,70.5,69.2,66.6,67.9,67.63999999999999,67.9,5,Pass,Good,No
STU-0499,East Model,12,C,Male,17,85.7,3.2,Yes,Graduate,43.9,75.9,70.4,61.7,86.5,67.68,70.4,5,Pass,Good,No
STU-0500,West Senior,11,C,Female,17,81.7,2.4,Yes,Primary,65.1,61.3,79.6,66.7,89.3,72.4,66.7,5,Pass,Good,No
STU-0501,West Senior,11,C,Male,17,81.8,1.7,No,Graduate,55.1,34.2,80.5,73.3,84.9,65.6,73.3,4,Fail,Good,Yes
STU-0502,South Public,10,A,Male,16,77.4,0.4,Yes,Secondary,48.3,47.8,63.6,55.9,54.8,54.08,54.8,5,Pass,Average,No
STU-0503,East Model,12,B,Female,17,100.0,3.3,Yes,Secondary,76.0,74.1,71.9,100.0,81.8,80.76,76.0,5,Pass,Very Good,No
STU-0504,South Public,12,C,Male,18,81.5,0.9,No,Secondary,49.3,57.8,70.6,56.7,66.0,60.08,57.8,5,Pass,Good,No
STU-0505,West Senior,11,A,Male,16,100.0,0.4,Yes,Graduate,61.1,64.9,70.3,65.0,73.8,67.02000000000001,65.0,5,Pass,Good,No
STU-0506,South Public,9,B,Male,14,100.0,1.9,Yes,Secondary,41.1,75.1,66.6,79.7,69.7,66.44,69.7,5,Pass,Good,No
STU-0507,South Public,12,B,Female,17,59.1,4.5,Yes,Graduate,58.2,78.6,61.6,53.5,66.4,63.660000000000004,61.6,5,Pass,Good,Yes
STU-0508,East Model,10,C,Male,15,74.1,0.6,No,Graduate,55.8,61.9,56.8,41.2,56.7,54.48,56.7,5,Pass,Average,Yes
STU-0509,West Senior,11,C,Female,16,74.9,1.4,Yes,Postgraduate,54.2,77.8,49.6,58.8,63.7,60.81999999999999,58.8,5,Pass,Good,Yes
STU-0510,North Academy,12,B,Male,17,91.5,2.8,Yes,Secondary,56.6,78.0,76.6,83.9,62.8,71.58000000000001,76.6,5,Pass,Good,No
STU-0511,South Public,11,C,Male,16,65.0,0.5,Yes,Graduate,41.6,36.3,34.5,39.4,44.2,39.2,39.4,2,Fail,Average,Yes
STU-0512,West Senior,11,A,Male,17,76.7,1.1,Yes,Postgraduate,70.4,59.0,79.1,63.1,76.7,69.66,70.4,5,Pass,Good,No
STU-0513,East Model,10,B,Female,15,98.4,2.9,Yes,Secondary,67.5,78.3,82.3,90.1,88.8,81.4,82.3,5,Pass,Very Good,No
STU-0514,West Senior,11,C,Female,17,86.9,1.2,Yes,Secondary,60.6,50.5,69.6,87.1,59.6,65.47999999999999,60.6,5,Pass,Good,No
STU-0515,West Senior,11,C,Male,17,87.1,0.7,Yes,Graduate,53.0,73.0,56.0,73.6,66.0,64.32000000000001,66.0,5,Pass,Good,No
STU-0516,East Model,9,A,Female,14,86.0,1.7,No,Postgraduate,57.5,70.4,62.6,65.4,63.8,63.94,63.8,5,Pass,Good,No
STU-0517,West Senior,10,B,Female,15,58.8,1.7,Yes,Secondary,46.7,56.5,53.4,61.3,71.3,57.839999999999996,56.5,5,Pass,Average,Yes
STU-0518,West Senior,9,A,Female,15,89.2,4.6,Yes,Secondary,75.4,84.4,96.3,96.8,94.4,89.46000000000001,94.4,5,Pass,Excellent,No
STU-0519,South Public,10,C,Male,15,66.0,1.6,Yes,Postgraduate,50.5,68.6,39.7,47.8,79.9,57.3,50.5,4,Fail,Average,Yes
STU-0520,South Public,11,A,Female,16,97.9,5.4,Yes,Secondary,88.0,62.7,86.0,74.0,80.9,78.32000000000001,80.9,5,Pass,Very Good,No
STU-0521,West Senior,9,C,Male,14,67.6,4.6,Yes,Graduate,77.0,70.4,63.5,88.0,91.8,78.14,77.0,5,Pass,Very Good,Yes
STU-0522,West Senior,12,A,Female,17,74.6,3.1,No,Graduate,57.0,66.4,67.4,63.9,67.0,64.34,66.4,5,Pass,Good,Yes
STU-0523,West Senior,10,A,Male,16,66.2,1.6,Yes,Graduate,63.1,57.1,66.1,59.3,51.2,59.36,59.3,5,Pass,Good,Yes
STU-0524,North Academy,10,A,Male,16,75.6,1.2,Yes,Secondary,76.5,66.5,80.4,65.5,72.2,72.22,72.2,5,Pass,Good,No
STU-0525,North Academy,12,C,Male,17,72.3,0.8,Yes,Secondary,62.4,64.3,54.5,58.0,59.4,59.71999999999999,59.4,5,Pass,Good,Yes
STU-0526,South Public,11,A,Male,17,88.5,0.3,Yes,Primary,65.6,66.8,65.0,52.6,63.5,62.7,65.0,5,Pass,Good,No
STU-0527,East Model,10,B,Female,15,86.2,2.7,Yes,Secondary,71.6,60.2,66.1,81.1,54.3,66.66,66.1,5,Pass,Good,No
STU-0528,West Senior,12,A,Male,18,85.9,1.7,Yes,Secondary,60.1,73.5,53.1,54.1,62.2,60.6,60.1,5,Pass,Good,No
STU-0529,North Academy,10,A,Male,15,84.7,1.4,Yes,Secondary,46.1,60.6,76.9,74.6,79.2,67.48,74.6,5,Pass,Good,No
STU-0530,East Model,11,B,Female,17,77.7,3.5,Yes,Graduate,57.6,63.4,77.8,69.5,72.9,68.24000000000001,69.5,5,Pass,Good,No
STU-0531,West Senior,11,B,Male,16,87.9,3.2,Yes,Graduate,66.2,58.8,74.4,61.2,87.2,69.56,66.2,5,Pass,Good,No
STU-0532,East Model,10,B,Female,15,76.9,1.8,Yes,Graduate,60.5,63.0,69.6,52.1,54.7,59.98,60.5,5,Pass,Good,No
STU-0533,South Public,10,A,Female,15,69.7,1.2,No,Postgraduate,41.1,65.0,63.6,65.7,41.7,55.419999999999995,63.6,5,Pass,Average,Yes
STU-0534,South Public,10,C,Female,15,86.4,0.8,Yes,Graduate,42.5,76.1,66.1,61.0,72.5,63.64,66.1,5,Pass,Good,No
STU-0535,South Public,12,C,Male,17,72.0,5.3,Yes,Graduate,75.5,58.2,67.8,66.1,72.7,68.06,67.8,5,Pass,Good,Yes
STU-0536,North Academy,11,B,Male,17,80.9,0.6,No,Secondary,65.1,72.4,64.6,41.1,60.4,60.71999999999999,64.6,5,Pass,Good,No
