date,city,region,temperature_max_c,temperature_min_c,rainfall_mm,humidity_pct,wind_speed_kmh,weather_condition
2024-06-28,Bengaluru,South,30.3,23.5,0.0,76.1,13.3,Clear
2024-06-29,Bengaluru,South,27.2,21.0,0.0,71.3,10.3,Clear
2024-06-30,Bengaluru,South,32.7,25.0,13.0,76.7,14.1,Rain
2024-07-01,Bengaluru,South,30.7,24.3,77.8,74.4,13.5,Heavy Rain
2024-07-02,Bengaluru,South,30.4,22.6,0.0,73.8,9.8,Clear
2024-07-03,Bengaluru,South,25.8,19.5,0.0,85.8,5.6,Cloudy
2024-07-04,Bengaluru,South,25.1,17.7,16.0,85.6,20.1,Rain
2024-07-05,Bengaluru,South,27.4,21.8,35.3,75.9,30.3,Rain
2024-07-06,Bengaluru,South,28.3,20.9,273.6,77.3,21.8,Heavy Rain
2024-07-07,Bengaluru,South,31.2,26.2,0.0,61.2,6.7,Clear
2024-07-08,Bengaluru,South,27.5,20.8,100.3,78.9,22.4,Heavy Rain
2024-07-09,Bengaluru,South,29.0,24.0,0.0,93.1,11.6,Cloudy
2024-07-10,Bengaluru,South,25.7,20.2,62.8,72.7,8.5,Rain
2024-07-11,Bengaluru,South,30.6,22.3,0.0,82.4,8.2,Cloudy
2024-07-12,Bengaluru,South,30.0,22.5,64.3,60.9,16.8,Rain
2024-07-13,Bengaluru,South,33.5,25.5,46.7,72.7,12.9,Rain
2024-07-14,Bengaluru,South,27.7,22.7,24.3,71.8,13.4,Rain
2024-07-15,Bengaluru,South,30.9,25.1,14.8,89.2,23.1,Rain
2024-07-16,Bengaluru,South,27.9,22.9,58.5,74.8,13.9,Rain
2024-07-17,Bengaluru,South,33.3,25.4,23.4,79.3,19.7,Rain
2024-07-18,Bengaluru,South,32.2,26.1,44.9,74.9,19.4,Rain
2024-07-19,Bengaluru,South,31.0,25.4,24.4,81.6,13.5,Rain
2024-07-20,Bengaluru,South,31.6,23.4,87.3,91.3,36.4,Heavy Rain
2024-07-21,Bengaluru,South,31.7,23.8,53.0,88.3,26.8,Rain
2024-07-22,Bengaluru,South,28.1,22.7,16.8,81.4,9.4,Rain
2024-07-23,Bengaluru,South,32.0,23.8,0.0,79.2,3.3,Clear
2024-07-24,Bengaluru,South,31.2,25.1,48.6,73.4,15.2,Rain
2024-07-25,Bengaluru,South,27.0,18.8,0.0,68.7,14.8,Clear
2024-07-26,Bengaluru,South,30.4,22.3,88.8,79.6,19.2,Heavy Rain
2024-07-27,Bengaluru,South,29.2,19.8,117.6,72.4,16.7,Heavy Rain
2024-07-28,Bengaluru,South,30.5,23.8,18.7,80.1,14.7,Rain
2024-07-29,Bengaluru,South,28.6,21.2,14.7,73.9,13.9,Rain
2024-07-30,Bengaluru,South,30.2,22.4,12.2,72.1,15.3,Rain
2024-07-31,Bengaluru,South,28.3,21.1,115.3,92.1,19.0,Heavy Rain
2024-08-01,Bengaluru,South,26.7,19.6,0.0,48.3,3.8,Clear
2024-08-02,Bengaluru,South,28.8,22.6,0.0,43.0,1.5,Clear
2024-08-03,Bengaluru,South,29.6,23.2,0.0,62.4,16.8,Clear
2024-08-04,Bengaluru,South,29.3,24.3,0.0,36.6,12.6,Clear
2024-08-05,Bengaluru,South,27.5,20.7,0.0,51.9,8.6,Clear
2024-08-06,Bengaluru,South,30.7,24.8,0.0,48.5,7.1,Clear
2024-08-07,Bengaluru,South,27.5,20.5,0.0,49.4,8.5,Clear
2024-08-08,Bengaluru,South,30.1,23.2,0.0,51.7,1.9,Clear
2024-08-09,Bengaluru,South,26.3,18.8,4.1,63.3,12.5,Light Rain
2024-08-10,Bengaluru,South,28.6,23.2,0.0,49.6,9.2,Clear
2024-08-11,Bengaluru,South,29.5,24.1,0.0,39.1,7.9,Clear
2024-08-12,Bengaluru,South,29.0,23.3,0.0,54.8,4.0,Clear
2024-08-13,Bengaluru,South,30.9,22.4,0.0,45.1,35.0,Clear
2024-08-14,Bengaluru,South,31.2,24.4,0.0,49.7,6.0,Clear
2024-08-15,Bengaluru,South,28.7,22.2,0.0,49.4,10.8,Clear
2024-08-16,Bengaluru,South,31.7,22.9,0.0,33.5,13.1,Clear
2024-08-17,Bengaluru,South,30.3,21.7,0.0,46.6,2.7,Clear
2024-08-18,Bengaluru,South,31.3,22.6,0.0,50.0,10.8,Clear
2024-08-19,Bengaluru,South,32.0,24.1,0.0,66.1,14.7,Clear
2024-08-20,Bengaluru,South,30.5,22.4,0.0,53.5,17.7,Clear
2024-08-21,Bengaluru,South,30.9,21.0,0.0,50.0,14.5,Clear
2024-08-22,Bengaluru,South,28.6,22.0,0.0,51.1,10.4,Clear
2024-08-23,Bengaluru,South,29.5,21.5,0.0,58.6,15.7,Clear
2024-08-24,Bengaluru,South,27.0,21.4,0.0,64.8,9.8,Clear
2024-08-25,Bengaluru,South,27.5,21.9,0.0,30.3,14.2,Clear
2024-08-26,Bengaluru,South,24.2,19.2,0.0,43.0,14.2,Clear
2024-08-27,Bengaluru,South,29.0,19.8,0.0,67.1,9.4,Clear
2024-08-28,Bengaluru,South,26.3,21.1,0.0,37.3,10.4,Clear
2024-08-29,Bengaluru,South,27.8,21.0,0.0,37.1,2.5,Clear
2024-08-30,Bengaluru,South,26.4,19.7,0.0,42.8,3.4,Clear
2024-08-31,Bengaluru,South,31.1,25.0,0.0,31.6,8.8,Clear
2024-09-01,Bengaluru,South,27.4,19.4,0.0,49.8,7.4,Clear
2024-09-02,Bengaluru,South,27.8,20.0,1.3,63.8,18.6,Light Rain
2024-09-03,Bengaluru,South,30.0,22.6,0.0,49.1,5.9,Clear
2024-09-04,Bengaluru,South,33.1,24.7,0.0,66.7,15.7,Clear
2024-09-05,Bengaluru,South,26.5,20.8,0.0,55.9,9.3,Clear
2024-09-06,Bengaluru,South,28.5,22.3,0.0,58.7,8.0,Clear
2024-09-07,Bengaluru,South,26.2,19.6,27.2,56.9,11.5,Rain
2024-09-08,Bengaluru,South,29.5,23.0,19.2,47.5,18.3,Rain
2024-09-09,Bengaluru,South,29.9,22.6,0.0,54.8,0.7,Clear
2024-09-10,Bengaluru,South,26.9,21.4,0.0,47.9,20.3,Clear
2024-09-11,Bengaluru,South,26.9,20.4,0.0,50.4,9.8,Clear
2024-09-12,Bengaluru,South,30.3,22.1,0.0,50.0,14.1,Clear
2024-09-13,Bengaluru,South,27.1,19.2,0.0,52.5,9.0,Clear
2024-09-14,Bengaluru,South,25.6,18.2,0.0,52.5,11.9,Clear
2024-09-15,Bengaluru,South,27.7,21.1,49.1,67.0,11.8,Rain
2024-09-16,Bengaluru,South,25.0,19.9,11.1,48.3,26.0,Rain
2024-09-17,Bengaluru,South,27.8,17.3,0.0,52.9,2.9,Clear
2024-09-18,Bengaluru,South,29.8,24.7,0.0,53.8,3.8,Clear
2024-09-19,Bengaluru,South,30.0,22.5,0.0,39.7,5.2,Clear
2024-09-20,Bengaluru,South,26.9,20.5,0.0,59.6,8.1,Clear
2024-09-21,Bengaluru,South,27.4,21.0,20.4,53.7,23.8,Rain
2024-09-22,Bengaluru,South,28.9,23.2,0.0,44.7,10.6,Clear
2024-09-23,Bengaluru,South,25.8,17.6,12.5,74.5,11.8,Rain
2024-09-24,Bengaluru,South,30.3,25.0,43.5,48.0,35.9,Rain
2024-09-25,Bengaluru,South,28.1,22.6,0.0,52.9,2.6,Clear
2024-09-26,Bengaluru,South,29.2,22.6,0.0,57.1,12.5,Clear
2024-09-27,Bengaluru,South,26.3,19.1,0.0,47.0,8.8,Clear
2024-09-28,Bengaluru,South,27.9,21.5,0.0,42.5,14.5,Clear
2024-09-29,Bengaluru,South,25.5,16.8,0.0,53.6,7.6,Clear
2024-09-30,Bengaluru,South,28.2,21.9,25.2,54.3,8.5,Rain
2024-10-01,Bengaluru,South,28.1,22.1,0.0,69.7,2.1,Clear
2024-10-02,Bengaluru,South,26.9,19.2,0.0,49.0,5.5,Clear
2024-10-03,Bengaluru,South,25.3,20.3,17.4,75.0,20.3,Rain
2024-10-04,Bengaluru,South,24.7,18.3,0.0,46.4,11.9,Clear
2024-10-05,Bengaluru,South,27.7,20.3,9.1,59.7,18.5,Light Rain
2024-10-06,Bengaluru,South,29.3,21.0,0.6,51.5,13.6,Light Rain
2024-10-07,Bengaluru,South,25.6,19.0,0.0,53.1,17.3,Clear
2024-10-08,Bengaluru,South,25.7,18.0,0.0,55.9,11.2,Clear
2024-10-09,Bengaluru,South,26.1,18.1,0.0,55.0,1.8,Clear
2024-10-10,Bengaluru,South,25.5,20.5,18.6,66.7,6.4,Rain
2024-10-11,Bengaluru,South,24.0,16.7,0.0,52.0,35.6,Clear
2024-10-12,Bengaluru,South,26.9,18.8,0.0,69.0,10.7,Clear
2024-10-13,Bengaluru,South,25.7,17.7,0.0,60.4,20.8,Clear
2024-10-14,Bengaluru,South,25.4,18.3,0.0,41.3,9.4,Clear
2024-10-15,Bengaluru,South,24.8,18.8,19.4,64.8,9.5,Rain
2024-10-16,Bengaluru,South,25.0,19.0,0.0,68.5,8.1,Clear
2024-10-17,Bengaluru,South,23.4,17.3,22.9,60.6,9.8,Rain
2024-10-18,Bengaluru,South,27.2,20.9,7.1,43.3,9.8,Light Rain
2024-10-19,Bengaluru,South,22.9,15.5,0.0,53.7,6.5,Clear
2024-10-20,Bengaluru,South,23.2,14.2,0.0,54.9,9.5,Clear
2024-10-21,Bengaluru,South,24.8,19.3,0.0,54.7,7.5,Clear
2024-10-22,Bengaluru,South,25.2,17.6,0.0,63.0,10.6,Clear
2024-10-23,Bengaluru,South,28.0,19.7,0.0,51.4,2.1,Clear
2024-10-24,Bengaluru,South,25.5,20.5,0.0,79.1,4.7,Clear
2024-10-25,Bengaluru,South,25.9,19.6,0.0,67.7,9.9,Clear
2024-10-26,Bengaluru,South,27.0,18.2,0.0,72.5,10.3,Clear
2024-10-27,Bengaluru,South,25.7,18.0,0.0,47.4,3.2,Clear
2024-10-28,Bengaluru,South,26.7,18.7,0.0,50.7,7.0,Clear
2024-10-29,Bengaluru,South,28.3,19.4,0.0,54.4,8.6,Clear
2024-10-30,Bengaluru,South,24.9,17.6,0.0,59.8,10.3,Clear
2024-10-31,Bengaluru,South,23.3,15.3,0.0,66.5,2.0,Clear
2024-11-01,Bengaluru,South,27.8,21.0,0.0,43.2,5.2,Clear
2024-11-02,Bengaluru,South,24.3,18.0,0.0,50.3,10.5,Clear
2024-11-03,Bengaluru,South,23.5,17.2,0.0,51.2,22.4,Clear
2024-11-04,Bengaluru,South,25.8,18.8,0.0,39.1,11.9,Clear
2024-11-05,Bengaluru,South,29.4,21.7,0.0,45.5,7.7,Clear
2024-11-06,Bengaluru,South,25.9,18.8,0.0,41.3,11.8,Clear
2024-11-07,Bengaluru,South,26.9,19.0,0.0,49.4,12.7,Clear
2024-11-08,Bengaluru,South,25.8,20.1,0.0,57.0,8.3,Clear
2024-11-09,Bengaluru,South,23.4,15.6,0.0,53.9,2.9,Clear
2024-11-10,Bengaluru,South,23.7,17.0,0.0,44.4,11.2,Clear
2024-11-11,Bengaluru,South,26.0,16.2,0.0,62.5,10.7,Clear
2024-11-12,Bengaluru,South,21.7,13.9,0.0,63.7,10.6,Clear
2024-11-13,Bengaluru,South,25.8,20.8,0.0,38.5,6.1,Clear
2024-11-14,Bengaluru,South,25.0,18.4,0.0,48.2,4.6,Clear
2024-11-15,Bengaluru,South,24.8,18.5,0.0,57.0,9.9,Clear
2024-11-16,Bengaluru,South,24.2,19.2,0.0,54.2,11.8,Clear
2024-11-17,Bengaluru,South,22.2,15.2,0.0,44.2,18.4,Clear
2024-11-18,Bengaluru,South,24.5,18.3,0.0,38.3,1.1,Clear
2024-11-19,Bengaluru,South,25.5,18.1,0.0,60.3,19.0,Clear
2024-11-20,Bengaluru,South,24.2,18.7,0.0,49.9,20.0,Clear
2024-11-21,Bengaluru,South,27.2,20.7,0.0,54.3,12.3,Clear
2024-11-22,Bengaluru,South,22.8,17.3,0.0,52.3,2.9,Clear
2024-11-23,Bengaluru,South,26.6,18.9,0.0,39.4,22.2,Clear
2024-11-24,Bengaluru,South,27.2,21.9,0.0,59.5,10.3,Clear
2024-11-25,Bengaluru,South,22.7,17.7,0.0,63.2,11.5,Clear
2024-11-26,Bengaluru,South,25.5,18.0,8.0,51.6,6.8,Light Rain
2024-11-27,Bengaluru,South,26.3,18.2,0.0,43.9,49.5,Clear
2024-11-28,Bengaluru,South,26.9,19.0,0.0,28.9,12.7,Clear
2024-11-29,Bengaluru,South,22.9,16.4,0.0,60.5,12.3,Clear
2024-11-30,Bengaluru,South,24.7,17.7,0.0,35.4,10.1,Clear
2024-12-01,Bengaluru,South,26.7,18.3,0.0,47.0,5.7,Clear
2024-12-02,Bengaluru,South,24.6,15.9,0.0,53.5,9.3,Clear
2024-12-03,Bengaluru,South,21.0,14.1,0.0,41.5,11.6,Clear
2024-12-04,Bengaluru,South,26.4,18.2,0.0,36.7,21.7,Clear
2024-12-05,Bengaluru,South,23.9,18.4,0.0,52.2,8.6,Clear
2024-12-06,Bengaluru,South,25.1,19.3,0.0,60.8,9.4,Clear
2024-12-07,Bengaluru,South,22.9,15.9,0.0,52.1,4.2,Clear
2024-12-08,Bengaluru,South,23.0,15.9,0.0,52.7,15.7,Clear
2024-12-09,Bengaluru,South,26.7,19.0,0.0,48.0,4.3,Clear
2024-12-10,Bengaluru,South,25.2,16.6,0.0,64.1,9.9,Clear
2024-12-11,Bengaluru,South,24.5,17.5,0.0,49.0,6.8,Clear
2024-12-12,Bengaluru,South,23.9,16.6,0.0,46.8,11.0,Clear
2024-12-13,Bengaluru,South,23.6,16.4,0.0,48.5,7.1,Clear
2024-12-14,Bengaluru,South,23.9,16.1,0.0,56.2,23.0,Clear
2024-12-15,Bengaluru,South,26.7,17.5,0.0,47.6,3.0,Clear
2024-12-16,Bengaluru,South,20.0,13.0,0.0,57.4,5.1,Clear
2024-12-17,Bengaluru,South,21.8,15.5,0.0,52.7,19.9,Clear
2024-12-18,Bengaluru,South,20.3,13.1,0.0,67.2,12.7,Clear
2024-12-19,Bengaluru,South,25.2,19.4,0.0,39.7,16.3,Clear
2024-12-20,Bengaluru,South,23.7,17.7,0.0,54.2,9.9,Clear
2024-12-21,Bengaluru,South,23.9,15.4,0.0,58.8,19.9,Clear
2024-12-22,Bengaluru,South,25.0,17.3,0.0,48.3,6.0,Clear
2024-12-23,Bengaluru,South,24.8,18.8,0.0,58.0,5.2,Clear
2024-12-24,Bengaluru,South,21.1,14.6,0.0,45.9,6.8,Clear
2024-12-25,Bengaluru,South,24.4,15.8,0.0,50.5,11.6,Clear
2024-12-26,Bengaluru,South,20.9,15.8,3.0,71.0,22.5,Light Rain
2024-12-27,Bengaluru,South,22.8,16.9,0.0,59.8,22.9,Clear
2024-12-28,Bengaluru,South,25.0,16.1,0.0,64.1,3.8,Clear
2024-12-29,Bengaluru,South,26.1,19.4,0.0,45.1,3.5,Clear
2024-12-30,Bengaluru,South,25.8,18.7,0.0,42.3,9.8,Clear
2024-12-31,Bengaluru,South,23.2,17.6,0.0,70.0,9.0,Clear
2022-01-01,Kolkata,East,23.5,17.6,1.7,45.3,11.8,Light Rain
2022-01-02,Kolkata,East,24.8,18.0,0.0,23.1,3.0,Clear
2022-01-03,Kolkata,East,23.9,16.7,0.0,52.6,9.8,Clear
2022-01-04,Kolkata,East,23.5,16.5,0.0,53.2,19.0,Clear
2022-01-05,Kolkata,East,23.9,17.6,0.0,56.1,11.7,Clear
2022-01-06,Kolkata,East,21.4,14.2,0.0,45.1,8.9,Clear
2022-01-07,Kolkata,East,27.6,21.6,0.0,68.2,5.5,Clear
2022-01-08,Kolkata,East,25.8,17.8,0.0,46.4,4.1,Clear
2022-01-09,Kolkata,East,24.2,16.6,0.0,38.8,18.7,Clear
2022-01-10,Kolkata,East,25.0,18.6,0.0,51.0,11.8,Clear
2022-01-11,Kolkata,East,21.1,13.7,0.0,49.6,4.8,Clear
2022-01-12,Kolkata,East,22.8,15.7,0.0,53.5,13.2,Clear
2022-01-13,Kolkata,East,26.6,20.1,12.1,55.4,11.3,Rain
2022-01-14,Kolkata,East,23.7,16.5,0.0,55.7,15.9,Clear
2022-01-15,Kolkata,East,25.9,17.5,9.0,48.0,11.9,Light Rain
2022-01-16,Kolkata,East,23.1,15.5,0.0,50.5,12.8,Clear
2022-01-17,Kolkata,East,23.2,15.7,0.0,31.0,2.1,Clear
2022-01-18,Kolkata,East,24.7,19.2,0.0,54.8,29.8,Clear
2022-01-19,Kolkata,East,22.3,14.6,0.0,48.2,8.0,Clear
2022-01-20,Kolkata,East,25.0,18.5,0.0,50.1,10.1,Clear
2022-01-21,Kolkata,East,24.6,14.2,0.0,52.8,6.1,Clear
2022-01-22,Kolkata,East,19.6,13.9,0.0,31.6,10.0,Clear
2022-01-23,Kolkata,East,24.8,17.1,1.2,62.8,23.9,Light Rain
2022-01-24,Kolkata,East,27.0,18.9,0.0,54.7,13.6,Clear
2022-01-25,Kolkata,East,23.2,17.7,4.0,60.8,9.0,Light Rain
2022-01-26,Kolkata,East,25.3,17.8,0.0,59.6,2.0,Clear
2022-01-27,Kolkata,East,22.7,14.6,1.6,60.9,16.6,Light Rain
2022-01-28,Kolkata,East,23.1,16.4,0.0,45.8,8.8,Clear
2022-01-29,Kolkata,East,17.9,12.9,0.0,39.5,8.2,Clear
2022-01-30,Kolkata,East,23.3,18.3,0.0,57.3,4.4,Clear
2022-01-31,Kolkata,East,23.3,17.5,0.0,45.1,5.3,Clear
2022-02-01,Kolkata,East,21.8,16.5,0.0,40.9,4.4,Clear
2022-02-02,Kolkata,East,23.9,15.5,0.0,56.7,8.5,Clear
2022-02-03,Kolkata,East,22.1,16.4,0.0,50.2,6.1,Clear
2022-02-04,Kolkata,East,22.7,15.5,0.0,40.4,26.8,Clear
2022-02-05,Kolkata,East,23.9,18.2,0.0,43.2,12.4,Clear
2022-02-06,Kolkata,East,27.0,20.8,0.0,61.1,18.0,Clear
2022-02-07,Kolkata,East,22.4,15.9,0.0,59.2,8.9,Clear
2022-02-08,Kolkata,East,21.7,14.5,0.0,52.5,5.1,Clear
2022-02-09,Kolkata,East,26.1,18.7,0.0,50.1,23.5,Clear
2022-02-10,Kolkata,East,23.3,18.0,0.0,63.7,8.2,Clear
2022-02-11,Kolkata,East,23.5,17.8,0.0,46.0,1.3,Clear
2022-02-12,Kolkata,East,19.2,13.6,0.0,54.0,5.0,Clear
2022-02-13,Kolkata,East,24.8,16.9,0.0,62.4,7.8,Clear
2022-02-14,Kolkata,East,29.0,22.2,0.0,37.0,7.2,Clear
2022-02-15,Kolkata,East,24.8,18.3,0.0,38.8,5.7,Clear
2022-02-16,Kolkata,East,24.6,18.5,0.0,36.8,7.7,Clear
2022-02-17,Kolkata,East,22.9,16.0,2.3,71.5,13.0,Light Rain
2022-02-18,Kolkata,East,25.7,19.1,0.0,52.0,7.9,Clear
2022-02-19,Kolkata,East,25.4,17.0,0.0,45.5,3.0,Clear
2022-02-20,Kolkata,East,26.7,19.7,0.0,41.0,10.2,Clear
2022-02-21,Kolkata,East,24.2,18.5,0.0,54.1,12.5,Clear
2022-02-22,Kolkata,East,24.5,18.4,0.0,43.3,6.6,Clear
2022-02-23,Kolkata,East,25.5,17.5,0.0,55.9,15.5,Clear
2022-02-24,Kolkata,East,22.4,16.9,0.0,40.3,12.4,Clear
2022-02-25,Kolkata,East,25.9,18.6,0.0,43.1,20.0,Clear
2022-02-26,Kolkata,East,25.7,16.7,0.0,56.9,10.9,Clear
2022-02-27,Kolkata,East,27.6,22.5,0.0,49.8,25.7,Clear
2022-02-28,Kolkata,East,27.3,19.1,0.0,31.0,6.7,Clear
2022-03-01,Kolkata,East,24.7,16.9,0.0,56.8,2.4,Clear
2022-03-02,Kolkata,East,22.5,17.4,0.0,39.3,2.7,Clear
2022-03-03,Kolkata,East,24.3,17.0,0.0,49.6,9.0,Clear
2022-03-04,Kolkata,East,22.4,17.2,0.0,59.8,10.2,Clear
2022-03-05,Kolkata,East,24.1,16.9,0.0,50.8,8.6,Clear
2022-03-06,Kolkata,East,24.7,19.3,0.0,38.4,11.3,Clear
2022-03-07,Kolkata,East,25.5,19.5,0.0,35.2,18.9,Clear
2022-03-08,Kolkata,East,24.7,18.2,0.0,40.2,9.4,Clear
2022-03-09,Kolkata,East,23.5,16.3,0.0,45.2,12.1,Clear
2022-03-10,Kolkata,East,25.2,18.2,0.0,49.7,8.8,Clear
2022-03-11,Kolkata,East,25.0,17.9,0.0,49.7,12.9,Clear
2022-03-12,Kolkata,East,28.8,21.1,0.0,55.4,5.6,Clear
2022-03-13,Kolkata,East,23.2,15.8,0.0,41.2,8.4,Clear
2022-03-14,Kolkata,East,26.6,19.0,0.0,50.2,26.6,Clear
2022-03-15,Kolkata,East,28.3,19.7,0.0,50.3,6.1,Clear
2022-03-16,Kolkata,East,26.0,19.5,0.0,54.9,15.9,Clear
2022-03-17,Kolkata,East,26.0,19.3,0.0,47.7,4.8,Clear
2022-03-18,Kolkata,East,26.5,18.3,0.0,43.3,3.2,Clear
2022-03-19,Kolkata,East,25.7,18.5,0.0,53.2,11.8,Clear
2022-03-20,Kolkata,East,27.3,20.0,0.0,60.7,3.6,Clear
2022-03-21,Kolkata,East,28.3,20.3,0.0,50.1,13.4,Clear
2022-03-22,Kolkata,East,26.1,17.9,0.0,54.5,5.7,Clear
2022-03-23,Kolkata,East,28.7,22.0,0.0,35.0,11.8,Clear
2022-03-24,Kolkata,East,26.9,19.2,0.0,47.5,3.8,Clear
2022-03-25,Kolkata,East,25.4,18.7,0.0,44.1,5.5,Clear
2022-03-26,Kolkata,East,28.5,21.7,0.0,54.2,6.8,Clear
2022-03-27,Kolkata,East,25.0,16.9,0.0,58.8,13.0,Clear
2022-03-28,Kolkata,East,28.3,20.2,2.4,69.6,17.7,Light Rain
2022-03-29,Kolkata,East,28.2,22.0,0.0,37.9,5.7,Clear
2022-03-30,Kolkata,East,28.6,22.5,0.0,53.5,5.1,Clear
2022-03-31,Kolkata,East,25.8,16.9,3.7,50.0,17.2,Light Rain
2022-04-01,Kolkata,East,28.8,21.7,0.0,42.0,27.4,Clear
2022-04-02,Kolkata,East,32.3,24.5,0.0,50.3,7.9,Clear
2022-04-03,Kolkata,East,27.3,20.0,0.3,58.4,5.9,Light Rain
2022-04-04,Kolkata,East,28.8,23.3,0.0,55.2,7.8,Clear
2022-04-05,Kolkata,East,31.2,23.7,0.0,55.2,6.4,Clear
2022-04-06,Kolkata,East,27.7,20.5,0.0,60.5,14.4,Clear
2022-04-07,Kolkata,East,32.5,27.3,0.0,49.4,3.2,Clear
2022-04-08,Kolkata,East,24.5,17.7,0.0,48.2,11.1,Clear
2022-04-09,Kolkata,East,26.1,19.1,4.5,62.7,13.9,Light Rain
2022-04-10,Kolkata,East,24.8,17.5,0.0,52.0,4.4,Clear
2022-04-11,Kolkata,East,31.4,26.4,0.0,57.6,9.8,Clear
2022-04-12,Kolkata,East,25.4,19.3,0.0,49.6,8.7,Clear
2022-04-13,Kolkata,East,28.1,20.6,0.0,40.7,12.1,Clear
2022-04-14,Kolkata,East,27.9,20.3,0.0,53.2,33.7,Clear
2022-04-15,Kolkata,East,29.2,21.3,0.0,55.6,4.9,Clear
2022-04-16,Kolkata,East,28.2,21.0,0.0,49.1,11.9,Clear
2022-04-17,Kolkata,East,28.5,22.3,0.9,65.1,7.6,Light Rain
2022-04-18,Kolkata,East,28.7,21.1,0.0,54.4,16.5,Clear
2022-04-19,Kolkata,East,30.2,20.9,0.0,39.3,29.0,Clear
2022-04-20,Kolkata,East,30.2,22.1,0.0,44.2,7.7,Clear
2022-04-21,Kolkata,East,26.6,18.1,2.9,59.7,12.6,Light Rain
2022-04-22,Kolkata,East,31.7,25.7,0.0,47.8,16.4,Clear
2022-04-23,Kolkata,East,29.3,21.0,0.0,49.4,8.2,Clear
2022-04-24,Kolkata,East,28.0,21.9,0.0,40.8,12.8,Clear
2022-04-25,Kolkata,East,29.9,22.8,0.0,34.1,8.8,Clear
2022-04-26,Kolkata,East,31.7,22.9,0.0,45.9,10.6,Clear
2022-04-27,Kolkata,East,30.2,22.0,0.0,62.5,23.1,Clear
2022-04-28,Kolkata,East,32.7,25.2,0.0,44.6,2.7,Clear
2022-04-29,Kolkata,East,28.6,21.3,0.0,54.3,1.7,Clear
2022-04-30,Kolkata,East,29.5,23.0,0.0,56.6,15.8,Clear
2022-05-01,Kolkata,East,29.3,22.8,0.0,51.0,8.3,Clear
2022-05-02,Kolkata,East,30.9,23.2,0.0,60.7,2.4,Clear
2022-05-03,Kolkata,East,30.3,24.8,0.0,50.6,6.8,Clear
2022-05-04,Kolkata,East,32.9,26.2,0.0,55.8,10.0,Clear
2022-05-05,Kolkata,East,32.3,22.5,0.0,50.8,10.0,Clear
2022-05-06,Kolkata,East,32.3,24.7,0.0,31.2,6.2,Clear
2022-05-07,Kolkata,East,31.4,23.1,0.0,48.2,5.9,Clear
2022-05-08,Kolkata,East,34.4,25.5,0.0,52.4,13.6,Clear
2022-05-09,Kolkata,East,31.6,25.2,0.0,36.4,5.4,Clear
2022-05-10,Kolkata,East,31.3,25.4,0.0,42.2,6.2,Clear
2022-05-11,Kolkata,East,33.0,23.8,0.0,50.9,4.9,Clear
2022-05-12,Kolkata,East,32.0,23.5,0.0,52.0,6.5,Clear
2022-05-13,Kolkata,East,32.4,27.4,0.0,45.1,13.8,Clear
2022-05-14,Kolkata,East,32.8,26.0,0.0,45.5,6.1,Clear
2022-05-15,Kolkata,East,32.6,25.4,0.4,50.9,10.4,Light Rain
2022-05-16,Kolkata,East,32.1,23.8,0.0,56.7,39.7,Clear
2022-05-17,Kolkata,East,33.6,27.3,3.1,55.2,12.0,Light Rain
2022-05-18,Kolkata,East,29.7,24.4,0.0,41.2,8.8,Clear
2022-05-19,Kolkata,East,37.6,28.7,0.0,57.2,20.6,Clear
2022-05-20,Kolkata,East,36.0,27.6,0.0,50.7,9.1,Clear
2022-05-21,Kolkata,East,32.2,25.9,0.0,59.1,19.3,Clear
2022-05-22,Kolkata,East,35.3,28.7,0.0,29.2,5.2,Clear
2022-05-23,Kolkata,East,32.3,26.1,0.0,36.4,6.5,Clear
2022-05-24,Kolkata,East,33.5,25.8,0.0,43.3,25.6,Clear
2022-05-25,Kolkata,East,34.1,26.4,0.0,43.2,3.0,Clear
2022-05-26,Kolkata,East,34.1,29.1,0.0,47.3,9.6,Clear
2022-05-27,Kolkata,East,33.0,23.8,0.0,44.1,1.7,Clear
2022-05-28,Kolkata,East,35.2,28.4,0.0,42.3,6.9,Clear
2022-05-29,Kolkata,East,32.5,23.5,0.0,44.8,8.8,Clear
2022-05-30,Kolkata,East,34.3,28.3,7.2,59.6,32.3,Light Rain
2022-05-31,Kolkata,East,33.4,27.3,0.0,49.1,8.7,Clear
2022-06-01,Kolkata,East,34.4,27.6,19.9,67.9,19.2,Rain
2022-06-02,Kolkata,East,33.1,27.8,4.1,55.3,8.3,Light Rain
2022-06-03,Kolkata,East,34.2,27.0,0.0,48.5,13.4,Clear
2022-06-04,Kolkata,East,33.2,26.6,7.7,58.3,14.1,Light Rain
2022-06-05,Kolkata,East,34.7,27.1,26.7,62.2,7.7,Rain
2022-06-06,Kolkata,East,34.2,26.9,64.1,57.8,9.2,Rain
2022-06-07,Kolkata,East,34.7,26.4,0.0,48.7,23.9,Clear
2022-06-08,Kolkata,East,33.6,25.7,0.0,51.2,3.1,Clear
2022-06-09,Kolkata,East,31.7,23.8,0.0,74.3,15.3,Clear
2022-06-10,Kolkata,East,31.8,22.2,0.0,60.3,9.0,Clear
2022-06-11,Kolkata,East,35.9,29.9,0.0,49.8,8.3,Clear
2022-06-12,Kolkata,East,35.2,27.7,9.0,69.8,9.4,Light Rain
